star_age,log_R,star_mass,log_center_T,log_L
1766.3678606792855,1.1740894201777239,0.9999999320431258,5.739245820870222,1.7476912475046316
1860.694700255749,1.1716053534527588,0.9999999288919986,5.74158436309797,1.7437058149771034
1960.1055006867236,1.1690274430101832,0.999999925621539,5.744011908374358,1.7395754081606136
2064.861874718227,1.1663534898425256,0.9999999222295258,5.746530283922871,1.7353532575589081
2175.209577359778,1.163582915022748,0.9999999187143574,5.749140460463116,1.7308951426473687
2291.389231570647,1.1607145802657142,0.9999999150753631,5.751843285751007,1.726303310646278
2413.6229481183705,1.1577479190098567,0.9999999113117224,5.7546396973863,1.7215869076910824
2542.1376115978137,1.1546835976935792,0.9999999074231616,5.757528756454315,1.716631408458111
2677.293179184594,1.1515194823027426,0.9999999034078192,5.760512924508551,1.7115000521797932
2820.4079443991045,1.1482384889510902,0.9999998992460204,5.763607953426611,1.7063643770178107
2970.6137204247916,1.144859550510223,0.9999998949583617,5.766796600839776,1.7009195155788732
3128.523107775009,1.1413776902601098,0.9999998905400005,5.770083235734684,1.6953211954856902
3295.4231548136245,1.1377802585686894,0.9999998859756667,5.7734804366363415,1.6895385632209505
3470.339068140482,1.1340850128735291,0.9999998812865971,5.776970921943761,1.6835513983139898
3655.4191613645858,1.1302704685104064,0.9999998764463494,5.78057546540224,1.6774223783877535
3849.5349927504994,1.1263553576881538,0.9999998714782665,5.784276050674508,1.671080664020502
4054.313860764777,1.1223268778528876,0.9999998663659911,5.788084970584758,1.6645505790049906
4269.879786309863,1.1181876985532808,0.9999998611145913,5.7920000723898175,1.6579822450900326
4496.428878498958,1.11394330730191,0.999999855729077,5.796016047574447,1.6510640613276273
4735.072910014065,1.1095883304613616,0.9999998502028092,5.8001383353109786,1.6440099023203738
4986.617020335892,1.1051229127058497,0.9999998445349656,5.804366764557651,1.6367174511648912
5251.236010113279,1.1005504936285222,0.9999998387315975,5.808698231380701,1.6293218404176777
5529.67037372509,1.0958696485604285,0.9999998327917531,5.813134022304286,1.6217859327053037
5822.7418317836,1.091081334389756,0.9999998267159119,5.817673771130796,1.6140436775635556
6131.175531543686,1.086187402835298,0.999999820505527,5.822315570294963,1.6060608529862812
6455.850557152533,1.0811879525456074,0.9999998141615282,5.82705934643627,1.5979662184210808
6797.579121085031,1.0760754478014403,0.9999998076837323,5.831853776017799,1.5897464884277097
7157.056906566217,1.0708445779103362,0.9999998010779559,5.836795167150774,1.5811870835062134
7535.27690584943,1.0655287003580152,0.9999997943458863,5.841814048878552,1.5724932369243465
7933.195696861455,1.0601225485604497,0.9999997874880452,5.846944996877407,1.5636626928327606
8352.619204681027,1.0546060047248804,0.9999997805030372,5.852181527361575,1.5546650674867166
8793.589968861164,1.0489982511742797,0.9999997733997907,5.857510487655215,1.5453760983329707
9257.316028939542,1.0432946264601217,0.9999997661785638,5.8629373955316435,1.5361475098187003
9745.755529559283,1.0375079799067501,0.9999997588393897,5.868447622746781,1.526574461981352
10259.374256696401,1.0316306820163526,0.9999997513888506,5.874045901641121,1.5168163921629072
10799.770126007123,1.0256639427465248,0.9999997438259275,5.879731640784399,1.5070687495551387
11368.732641013214,1.0196196127183668,0.9999997361541582,5.885495097494882,1.4970633090184537
11966.758411190785,1.013488459448127,0.9999997283793152,5.891342853765865,1.486903840151332
12596.653645218352,1.007273375777141,0.9999997204974853,5.897273704960261,1.4767156958376397
13258.79572373709,1.0009843284880438,0.9999997125210762,5.903278385823958,1.4661670086609286
13955.507396804234,0.9946171631508284,0.9999997044466701,5.909360303455919,1.4557018768357508
14688.9343820254,0.9881796455646674,0.9999996962769941,5.915512518824957,1.4449592848838537
15459.970641237605,0.9816672210192816,0.9999996880184514,5.921739009689821,1.4341556928951407
16271.097225392678,0.9750872403194624,0.9999996796726374,5.928033278686535,1.4231704567196088
17124.897861715715,0.9684449145538627,0.9999996712430719,5.934389745742223,1.4119786719174827
18023.045019865443,0.9617371934772936,0.9999996627303488,5.940811743619259,1.4008474883992545
18967.32410658516,0.954969949096036,0.9999996541406408,5.947294115714136,1.3894716383491101
19960.255152089896,0.9481487213796244,0.9999996454790865,5.953831667263893,1.3778843892063797
21005.89438155748,0.941267662862969,0.9999996367423098,5.960430148120066,1.366340899609875
22105.592779067756,0.9343359870648713,0.9999996279369445,5.967080077140739,1.354615579808266
23262.533829823555,0.9273553013087139,0.9999996190642529,5.973779417622772,1.3428570656785532
24479.556093154715,0.9203235982334346,0.9999996101239901,5.980530543280162,1.3310382056667396
25759.439078648884,0.9132497589942035,0.9999996011242172,5.987325959109359,1.319021035977674
27105.715956766242,0.9061390296104617,0.9999995920658189,5.994160366171544,1.3068958065112937
28521.940938112988,0.8989910902344618,0.9999995829501049,6.001033171649939,1.294705394634382
30012.08769940988,0.8918172841829429,0.9999995737769791,6.007933218716071,1.2825174501358223
31579.648524958993,0.8846211161097364,0.9999995645491241,6.014857724543091,1.2702474701663578
33228.35722768773,0.877414500576833,0.9999995552707768,6.0217955182335015,1.2578199744772447
34963.541255879056,0.8701982496862997,0.999999545937831,6.028746064492918,1.245491029215124
36788.44935776175,0.8629864360828751,0.9999995365551474,6.0356968196556515,1.2329808591608271
38708.886764040515,0.8557930376140375,0.9999995271197832,6.042633400020284,1.220505876898629
40730.79010376806,0.8486285390063903,0.9999995176229151,6.049545371461499,1.2082336028533163
42858.1874834609,0.8415230179528541,0.9999995080681042,6.056403648650075,1.195881939401385
45098.47501158557,0.8344929632504214,0.9999994984459744,6.063191538266434,1.1837687942622537
47456.54376131533,0.8275645939396452,0.9999994887523329,6.069883512884797,1.171662624479754
49940.8952429007,0.8207839042604429,0.9999994789736192,6.076435115870614,1.1598843209574357
52557.62343445301,0.8141831760401359,0.9999994690993492,6.0828155637036705,1.1483299303544448
55314.06009774441,0.8078044685685597,0.9999994591150375,6.0889845689481055,1.1371012190501881
58222.137551860375,0.8017049346858538,0.9999994489983293,6.094886093198786,1.1263209007282353
61290.63810082871,0.7959190228658397,0.9999994387179758,6.100486462354246,1.1163745946031185
64523.19206773254,0.790478410865583,0.999999428260849,6.10575443529293,1.1067945623290913
67935.03136429093,0.78542409239167,0.9999994175908026,6.110649582518737,1.0978818095161453
71535.27458807766,0.7807549686786105,0.9999994066788676,6.115172875559855,1.0896085825872461
75331.61942484569,0.7764561843218447,0.9999993954956544,6.119338420564245,1.0820338763242332
79333.92926655547,0.772482776297879,0.9999993840103008,6.123189780985941,1.0750268613237088
83549.02982603225,0.7687768847073363,0.9999993722026637,6.126782846249046,1.0684000068037505
87997.93172985225,0.7652757188044137,0.9999993600313802,6.130178510812477,1.0621415503454352
92686.47947383788,0.7618782908536371,0.9999993474849926,6.133474272119569,1.0560375257814738
97612.31914164274,0.7584910381492681,0.9999993345704351,6.13676093899709,1.0501787445571584
102818.3743040557,0.7550094072080773,0.9999993212306622,6.1401398460548275,1.0439723433621353
108271.03978403723,0.7513609055981988,0.999999307540462,6.143681340816138,1.0374295105782534
114035.73491842262,0.7473929582798013,0.9999992934452737,6.147533703852771,1.0302870604665102
120078.51939510321,0.7430392510149222,0.9999992790350035,6.151761066532714,1.0224859949662624
126424.91051919713,0.7381612168786879,0.9999992643340144,6.15649844711037,1.0138140693476672
133088.4254413375,0.7326084145874809,0.999999249413436,6.1618923728205885,1.0038297854093308
140068.0709447917,0.726243251289877,0.9999992343747781,6.168077055899625,0.9923583465235839
147357.91796008937,0.7189448110569114,0.9999992193356066,6.175171514802113,0.9791393617482521
154965.5978605614,0.710595802690538,0.999999204420629,6.183290862651756,0.9641628549117405
162877.9965284979,0.7012468228171647,0.9999991897698122,6.1923879119609095,0.9470958850577312
171122.72854161524,0.6910803725478136,0.9999991754528186,6.2022850816582755,0.9285524904743145
179732.15733912552,0.6804688326929813,0.9999991614874268,6.212619086924331,0.9090355594556565
188768.20150491758,0.6697567693338478,0.9999991478152984,6.223055338844399,0.8894880678328927
198261.46411347,0.6591825734605659,0.9999991344242808,6.23336416326258,0.8698645685997753
208249.4139572928,0.6487772341773006,0.9999991212714192,6.243555390038066,0.850527491815894
218770.96660707687,0.6385477432752196,0.9999991083259483,6.253561522628701,0.8316216288025386
229834.088846584,0.6284893453478264,0.9999990955887795,6.263380238840864,0.8128436847667987
241469.6673439715,0.6185873240196792,0.9999990830503853,6.2730515363759025,0.7942007164861037
253715.31274176983,0.6088280716496897,0.999999070693208,6.282588140347067,0.7757742379268332
266605.59713218745,0.5991929053260265,0.9999990584949394,6.292007102028364,0.7576972572132071
280150.35376689746,0.5896929655052667,0.9999990464672154,6.301296534245813,0.7395448769747979
294400.04101695446,0.5803105088843867,0.9999990345894252,6.310473445275369,0.7215821024459259
309395.02007147804,0.5710362368263061,0.9999990228492761,6.319548910659375,0.7038582444647192
325160.7496517019,0.5618713614293185,0.9999990112462751,6.328522216440058,0.6861737731086641
341739.8081307361,0.5528097467424535,0.9999989997736836,6.3373974272506395,0.6685713072915646
359186.0132576697,0.5438375856952122,0.999998988415532,6.346187094117296,0.6512119966687818
377523.08804024424,0.5349603342831072,0.9999989771777222,6.354885742046028,0.6338177350758656
396811.3251032737,0.5261654206931905,0.9999989660444744,6.3635065251681935,0.6165940271919916
417101.19334105507,0.5174559515146507,0.9999989550198064,6.372046892204289,0.5993891113840173
438442.14449312276,0.5088220599226121,0.999998944091192,6.380515188072458,0.5823183175410265
460875.3290995506,0.50026662527387,0.9999989332597022,6.388908823645856,0.5652652514749887
484459.9561870291,0.4917824687593988,0.9999989225176976,6.397235355827128,0.5482857254052248
509291.1597061297,0.4833629439069741,0.9999989118583159,6.405500803107956,0.5314663154258062
535380.3707290487,0.475013605261092,0.9999989012876576,6.413699657129827,0.5145797144291653
562808.1497899051,0.46672664035822753,0.9999988907947063,6.42183840883445,0.4977731128651653
591667.782163857,0.45850334801252995,0.9999988803828211,6.429916191042357,0.4809734273098331
622019.4589147372,0.45033112361570615,0.999998870036062,6.4379454870651225,0.46437390819621344
653917.2201416941,0.4422219822943889,0.9999988597677902,6.44591441974109,0.44762219583192203
687457.6724392904,0.4341672958183857,0.999998849569417,6.4538320462186185,0.43091463172825095
722719.0206784655,0.4261667922778913,0.9999988394400998,6.461698936711063,0.41421378584553215
759817.8511882501,0.4182140211468305,0.9999988293717934,6.469521033793263,0.3976320991415421
798805.5799357183,0.4103142699762131,0.9999988193704705,6.477292185850877,0.3809917736948488
839811.9861333622,0.40246243257912995,0.9999988094293255,6.485017318685679,0.36439930203450843
882917.836833355,0.3946592704713331,0.9999987995503969,6.492695448218752,0.34778091113234877
928262.1405222574,0.38689720653918463,0.9999987897232226,6.5003343891503365,0.3313006595501675
975934.8923351977,0.3791836871730602,0.9999987799557528,6.5079267600168595,0.31473557606701497
1026027.937410867,0.37151326146827635,0.9999987702419169,6.515478215478958,0.2981970920234273
1078738.5861427544,0.3638882824328875,0.9999987605845173,6.522986123688351,0.2816311865107072
1134144.3900907377,0.35630085295823255,0.9999987509759677,6.5304585552996555,0.2651345033777752
1192378.691309926,0.34875714347135583,0.9999987414209095,6.537889373467085,0.2485758250820437
1253634.028388543,0.34125396759912174,0.9999987319168989,6.5452817714594715,0.232017962772195
1317998.8528939937,0.33379023513859285,0.9999987224628595,6.552636759833167,0.21544574480025538
1385678.2438259723,0.32636518077443044,0.9999987130584299,6.559953840326059,0.1988709835519829
1456866.1560588595,0.3189777914368074,0.9999987037010245,6.567234496688089,0.18230939698659063
1531677.388555064,0.3116271421202259,0.9999986943899308,6.574451258953352,0.16573860699262877
1610196.355832677,0.30432265607776854,0.9999986851361383,6.581467659417427,0.14901833275623863
1692957.4209966813,0.29704468948599355,0.9999986759159758,6.588362228606174,0.13254963768964723
1779920.3113762431,0.28980519822014517,0.9999986667397729,6.594993285579666,0.11603266810831639
1871275.8859662279,0.28260900186818,0.9999986576108244,6.6014484846921615,0.09943521358510282
1967321.39578506,0.27545424149852354,0.9999986485225058,6.607744360375618,0.08287361479777135
2068359.6236325842,0.2683441156037241,0.999998639475557,6.613886747997521,0.06632042829842182
2174564.8439396718,0.26127953821163236,0.9999986304675856,6.619887446162427,0.04979073809316262
2286223.1183619676,0.2542606400059951,0.9999986214952477,6.625759881581919,0.03332364543006929
2403632.1669059065,0.24728815935024948,0.9999986125544366,6.631514727122308,0.016943821746263153
2527078.9881571066,0.24036520016282384,0.9999986036434163,6.637159464703531,0.000626390789723739
2657031.8159157666,0.2334905559507363,0.9999985947567153,6.642707500707131,-0.015536083046766683
2793679.9126570383,0.22666842447207503,0.9999985858921379,6.648170623648333,-0.03162935131331668
2937404.826890209,0.21989932267817283,0.9999985770451614,6.653558291934745,-0.04760003279962706
3088590.1231947383,0.21318435018623685,0.9999985682114967,6.658880829077894,-0.06343026066595932
3247662.69759226,0.20652347535589383,0.9999985593851746,6.664148161800654,-0.07907695261972397
3415040.2252184013,0.1999190471246568,0.999998550560319,6.66937051372957,-0.09453775829720544
3591171.085519162,0.19337242765711932,0.999998541731685,6.674555001122781,-0.10980111419701366
3776500.5530620147,0.1868864213879817,0.9999985328946823,6.679710784749519,-0.1248870578927126
3971648.588720027,0.18045765553119036,0.9999985240382079,6.68485266830085,-0.1396202006728983
